id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3272654,Basement bedroom in Georgetown!,2935817,Kirby,,"Georgetown, Burleith/Hillandale",38.9161,-77.07574,Private room,60,21,5,2019-11-30,0.09,4,365
3293637,Charming In Law Suite in 16 St Heights,16640384,Isknder,,"Brightwood Park, Crestwood, Petworth",38.95643,-77.03128,Entire home/apt,85,3,4,2019-10-13,0.11,1,118
3317645,Capitol Hill luxury English basment,16750072,Meseret,,"Union Station, Stanton Park, Kingman Park",38.90501,-76.99994,Entire home/apt,150,2,411,2020-01-31,6.06,1,202
3318417,Quiet Comfort in Northwest DC,15808010,Dan,,"Hawthorne, Barnaby Woods, Chevy Chase",38.98084,-77.05604,Private room,76,1,94,2019-11-24,1.36,2,111
3322512,"Stay in style, walk to metro",6353432,Henrike,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.93122,-76.99441,Entire home/apt,95,1,379,2020-02-02,5.58,4,53
3348396,"Location, Location, Location",16898248,Chantel,,"Capitol Hill, Lincoln Park",38.88264,-76.9911,Entire home/apt,100,1,10,2015-10-18,0.15,1,204
3352998,Private 1 BR Apartment,2291945,Jake,,"Union Station, Stanton Park, Kingman Park",38.8975,-76.98172,Entire home/apt,66,20,7,2017-05-12,0.12,1,296
3362978,Metropolitan Oasis,16966298,Colleen,,"Capitol Hill, Lincoln Park",38.88319,-76.97812,Private room,85,2,54,2017-12-01,0.79,2,0
3386035,Sunny Studio in Eastern Market,3254337,Martha,,"Capitol Hill, Lincoln Park",38.88973,-76.99329,Entire home/apt,90,1,25,2016-09-25,0.36,1,0
3394747,Modern Private bed/bath in historic neighborhood,15605440,Victoria,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91642,-77.01281,Private room,73,2,192,2020-02-16,2.85,1,8
3421168,Heart of Adams Morgan,17244747,Mateo,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92075,-77.04265,Entire home/apt,150,1,1,2016-05-13,0.02,1,0
3425877,Oasis on Capitol Hill & H St,16685548,Laura,,"Union Station, Stanton Park, Kingman Park",38.89786,-76.98636,Entire home/apt,150,4,28,2015-09-22,0.48,1,0
3434944,BEAUTIFUL Bed & Bath - Capitol Hill,6847414,(Emily) Rae,,"Union Station, Stanton Park, Kingman Park",38.89714,-77.00004,Private room,195,3,3,2017-05-28,0.07,2,87
3465175,Cozy Studio in Adams Morgan,5787716,Nathan,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92564,-77.03582,Entire home/apt,109,1,0,,,1,0
3469159,Cozy Condo in Georgetown/Glover Pk ,17477288,Sunday,,"Cathedral Heights, McLean Gardens, Glover Park",38.92597,-77.07937,Entire home/apt,155,1,63,2020-01-01,0.95,1,278
3469191,Penthouse Loft @ Convention Center 6 & M NW [HGTV],1640384,Christopher,,"Shaw, Logan Circle",38.90732,-77.0192,Entire home/apt,279,2,102,2020-02-02,1.51,1,309
3476251,Modern One Bedroom w/ Outdoor Space,9430439,Jessica,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92384,-77.03026,Entire home/apt,110,5,3,2014-09-28,0.04,1,0
3476263,Best Location in Dc! DuPont / Logan,8008783,Cliff,,"Shaw, Logan Circle",38.91263,-77.03324,Entire home/apt,299,3,136,2020-01-09,2.03,51,285
3476805,Georgetown Townhouse with 2 car parking & patio !,2631976,Gonzalo,,"Georgetown, Burleith/Hillandale",38.90834,-77.06522,Entire home/apt,850,2,57,2019-07-28,0.89,1,0
3487589,Sunny Updated Studio near the Park!,9132832,Kyle,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92332,-77.03558,Entire home/apt,79,5,5,2016-07-30,0.09,1,0
3504373,Charming ground FL 1 BR with patio,17643112,Rehema,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92914,-77.00539,Entire home/apt,100,1,5,2016-09-18,0.08,1,0
3519858,Spacious Studio in Van Ness,17723324,Parsa,,"North Cleveland Park, Forest Hills, Van Ness",38.95057,-77.06564,Entire home/apt,100,1,14,2019-09-11,0.21,1,364
3520358,Sunny Apartment in Capitol Hill,11459444,Stephanie,,"Union Station, Stanton Park, Kingman Park",38.89815,-76.98979,Entire home/apt,125,3,83,2019-07-29,1.76,1,0
3538921,"Gorgeous on Capitol Hill, Metro!",17403695,Amanda,,"Union Station, Stanton Park, Kingman Park",38.90281,-77.00261,Private room,79,2,37,2019-10-27,0.54,1,279
3538983,"Large, Sunny Room in Dupont Circle",2805081,Amitesh,,"Dupont Circle, Connecticut Avenue/K Street",38.9118,-77.04609,Private room,75,6,1,2015-03-13,0.02,1,0
3544432,"Sunny 1st floor Apt - Pet friendly, free parking",10327823,James And Nicole,,"Union Station, Stanton Park, Kingman Park",38.89591,-76.9743,Entire home/apt,115,2,21,2020-01-12,0.58,1,364
3575029,Spacious and Sunny in the City,17150217,Katie,,"Brookland, Brentwood, Langdon",38.92659,-76.97658,Entire home/apt,122,3,364,2020-02-21,5.33,1,234
3576433,Private suite w/ bathroom near metro + free prkng,18009539,Laura,,"North Michigan Park, Michigan Park, University Heights",38.94986,-76.99612,Private room,40,2,105,2020-01-19,1.56,1,74
3580823,U Street Corridor NY-style apt,18036928,Bjarne,,"Dupont Circle, Connecticut Avenue/K Street",38.91784,-77.03803,Entire home/apt,150,5,2,2015-05-03,0.03,1,0
3604214,Charming Studio Near Zoo & Metro,16624122,Shanna,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.9347,-77.06178,Entire home/apt,89,2,24,2017-11-24,0.36,1,0
3604325,Top Rated English Basement in Glover Park/G'town,5816475,Yuuki,,"Cathedral Heights, McLean Gardens, Glover Park",38.91916,-77.07427,Entire home/apt,65,1,108,2020-02-16,1.59,1,17
3604624,Charming furnished studio - metro,17818537,Joanne,,"Friendship Heights, American University Park, Tenleytown",38.9444,-77.07478,Entire home/apt,106,4,66,2019-11-10,1.11,2,126
3605525,Updated West End Studio Apartment,17892743,Maura,,"West End, Foggy Bottom, GWU",38.90395,-77.05171,Entire home/apt,110,1,1,2015-09-28,0.02,1,0
3609024,Unfurnished 1BR Apartment in DC,4657231,Kevin,,"Cathedral Heights, McLean Gardens, Glover Park",38.92331,-77.08117,Entire home/apt,200,1,0,,,1,365
3624418,Stunning 4BR Capitol Hill Row House,2968215,Tom,,"Capitol Hill, Lincoln Park",38.88853,-76.98535,Entire home/apt,300,3,47,2017-09-04,0.69,1,0
3627430,Charming English Bsmt Apt- 2 bedroom w/parking,5872012,Kaveh,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91705,-77.0121,Entire home/apt,89,1,221,2020-02-02,3.39,1,43
3633359,Comfortable Studio Apartment,5047005,Terry & Mark,,"Capitol View, Marshall Heights, Benning Heights",38.88087,-76.94059,Entire home/apt,30,1,139,2020-02-19,8.85,1,121
3635540,Capitol Hill kid-friendly home w/ treehouse!,18332074,Dawn,,"Capitol Hill, Lincoln Park",38.88426,-76.97856,Entire home/apt,120,3,104,2020-02-06,1.72,1,62
3637629,"Cozy Base w/Family, 10-min Walk from Union Station",9703984,Ellie,,"Union Station, Stanton Park, Kingman Park",38.89562,-76.99759,Private room,82,2,166,2019-12-04,2.78,1,61
3651300,The Best of Foggy Bottom N.W. DC,18463849,Peter,,"West End, Foggy Bottom, GWU",38.89733,-77.05126,Entire home/apt,450,3,2,2017-09-14,0.05,1,0
3651862,Charming Studio Apartment,18466625,Lamar,,"Georgetown, Burleith/Hillandale",38.91155,-77.06433,Entire home/apt,110,2,153,2020-01-01,3.66,1,107
3653073,Bed/Bath near Union Station,14754090,Ryan,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91902,-77.00025,Private room,88,30,92,2015-06-15,1.35,1,365
3653895,2 Master Suites ea w/baths near Metro free parking,18483697,Terri,,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95411,-77.01064,Entire home/apt,160,2,178,2020-02-02,3.75,2,74
3653950,Cozy U St. Studio Near Everything,18484029,Nathan & Lindsay,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92059,-77.03407,Entire home/apt,89,1,112,2020-02-02,2.41,1,205
3674676,Private Bedroom and  Bath -  Memorial Day Weekend,18657916,Zachary,,"Capitol View, Marshall Heights, Benning Heights",38.88624,-76.9304,Private room,1300,1,0,,,2,365
3692675,Modern Basement Apt w/ Pvt Entry,342154,Ruben + Joaquin,,"Brightwood Park, Crestwood, Petworth",38.94143,-77.01799,Entire home/apt,89,3,100,2020-02-17,1.60,1,318
3698666,Small Room w/Full size bed,15185851,Erica,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.89377,-76.91314,Private room,55,1,2,2019-08-03,0.21,3,364
3700395,Comfortably Couch,15185851,Erica,,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",38.8923,-76.91462,Shared room,60,1,0,,,3,180
3709051,Beautiful room for your trip to DC,18820638,Lisa,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91658,-77.0442,Private room,40,7,0,,,1,0
3711222,1BR Capitol Hill Apt Next to Metro,18934673,Rob,,"Capitol Hill, Lincoln Park",38.88135,-76.98569,Entire home/apt,125,1,202,2020-02-05,3.12,1,53
3721363,Carriage House in Capitol Hill,19008477,Silvana,,"Capitol Hill, Lincoln Park",38.89058,-76.99622,Entire home/apt,225,2,77,2019-05-11,1.16,1,0
3743036,Fully Furnished All Inclusive Room ,19143862,Louise,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91514,-77.01568,Private room,79,3,12,2019-10-27,0.26,8,365
3744387,Private room + bath in Mt. Pleasant,13711278,Julia,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9329,-77.04386,Private room,75,2,25,2019-04-08,0.43,1,236
3755184,Sunny 11th & T St - PetsOK - Outstanding location,19221166,Kevin & Jane,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91661,-77.02796,Entire home/apt,165,2,80,2020-02-02,1.30,2,362
3760995,Cozy room 20 seconds walk to the Metro,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93669,-77.0236,Private room,39,5,8,2019-03-16,0.15,25,266
3761001,Lovely Room next to the petworth Metro station,315148,John,,"Brightwood Park, Crestwood, Petworth",38.93823,-77.02386,Private room,35,28,8,2019-09-09,0.12,25,293
3761244,Capitol Hill Private Suite,17934570,Mandy,,"Capitol Hill, Lincoln Park",38.88414,-76.99288,Private room,115,30,4,2016-12-14,0.06,5,365
3765893,"Sunny, 2-Bedroom with Private Roof Deck & Parking",6777066,Chrissy & Patrick,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92274,-77.04569,Entire home/apt,121,90,5,2015-01-18,0.07,1,172
3767679,Top Rated DC airbnb,19301676,Charlie,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92993,-77.09985,Entire home/apt,175,2,161,2020-02-17,2.51,1,282
3783156,1 BR 1BA 5 min  to Georgetown U,19413086,Romina,,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.91492,-77.08991,Entire home/apt,150,2,9,2017-07-21,0.14,1,52
3789313,CAPITOL HILL DELIGHT! LINCOLN PARK,4280278,Sara,,"Union Station, Stanton Park, Kingman Park",38.89561,-76.98935,Entire home/apt,150,2,59,2020-01-19,0.89,4,58
3793003,Sunlight filled Condo in Dupont,19107844,Thea,,"Dupont Circle, Connecticut Avenue/K Street",38.90588,-77.04642,Entire home/apt,125,2,0,,,1,0
3806145,Great location-- historic rowhouse!,320772,Devon,,"Capitol Hill, Lincoln Park",38.88939,-77.00234,Entire home/apt,140,2,85,2020-01-25,1.73,1,14
3810218,1 BR Zen Penthouse,9391057,Jenny,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92946,-77.03826,Entire home/apt,99,2,159,2020-02-07,4.64,2,193
3817080,"Large room at Chevy Chase, NW DC",14808350,Sally,,"Hawthorne, Barnaby Woods, Chevy Chase",38.96497,-77.06399,Private room,60,1,21,2019-10-22,0.32,1,296
3821950,Ideal Double Occupancy Room,19143862,Louise,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91543,-77.0158,Private room,85,1,5,2019-11-10,0.09,8,365
3822015,Open Style Shared 3 Walls & Divider,19143862,Louise,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91707,-77.01536,Shared room,65,2,4,2017-07-01,0.07,8,365
3822053,Beautiful Super Large Bedroom,19143862,Louise,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91708,-77.01533,Private room,74,1,17,2019-11-09,0.27,8,365
3822134,Charming Private Room w/ Queen Bed,19143862,Louise,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91551,-77.01553,Private room,79,7,1,2017-06-14,0.03,8,365
3827715,Urban Treehouse,6357642,Abigail,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9286,-77.02923,Entire home/apt,106,3,50,2016-09-05,0.76,1,0
3834148,Easy walk to Inauguration 1BR/1BH,12521058,Mari,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88296,-77.02051,Entire home/apt,199,2,1,2017-01-21,0.03,1,0
3850599,Beautiful Condo Sublet in AdMo,19854391,Gen,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92151,-77.03928,Entire home/apt,150,14,0,,,1,0
3851703,Newly renovated attic bedroom,9354986,Jonathon,,"Takoma, Brightwood, Manor Park",38.96871,-77.02649,Private room,60,1,13,2019-12-14,0.20,5,205
3852458,Modern Georgetown retreat with spa-like bathroom,14764323,Sandra,,"Cathedral Heights, McLean Gardens, Glover Park",38.92043,-77.07361,Entire home/apt,118,2,95,2020-01-19,1.59,1,148
3854739,Serene room in beautiful Crestwood,2909888,Jane,,"Brightwood Park, Crestwood, Petworth",38.94571,-77.03707,Private room,75,2,21,2018-03-19,0.45,1,82
3861766,Patio with Wonderful Apartment!,8354112,Marcy,,"Dupont Circle, Connecticut Avenue/K Street",38.91466,-77.04146,Entire home/apt,145,4,143,2019-12-03,2.14,2,155
3870439,"Charming B&B, walk2metro, parking.Beautiful DC",19988125,Victoria,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93729,-77.06176,Entire home/apt,99,1,147,2019-05-27,2.57,1,0
3873605,Cherry Blossom Apartment,20011795,Katharine,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88014,-77.01551,Entire home/apt,119,1,4,2015-06-03,0.07,1,0
3876165,Private Garden Apartment,8395798,Jeff,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91164,-77.00847,Entire home/apt,105,2,51,2019-09-23,0.95,1,0
3876540,Shared Apt (Private Room for guest),8597563,Farhad,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92677,-77.03969,Private room,58,7,4,2015-04-14,0.06,2,358
3882512,Shared space-Futon in Living Room,8597563,Farhad,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92672,-77.04019,Shared room,51,7,0,,,2,365
3886521,Beautiful house on Capitol Hill,20102201,Quindi,,"Union Station, Stanton Park, Kingman Park",38.90068,-77.00222,Entire home/apt,244,2,42,2020-01-01,0.71,1,0
3888627,Apt Three Blocks from The Capitol!,4098280,Michelle,,"Capitol Hill, Lincoln Park",38.88561,-77.00151,Entire home/apt,129,4,62,2019-10-15,0.99,1,85
3890435,Welcoming Apt w/ Sunny Balcony,20128943,,,"Brightwood Park, Crestwood, Petworth",38.93851,-77.0244,Private room,69,1,2,2015-09-21,0.04,1,0
3897112,New apartment in historic row home,476901,David,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9106,-77.00662,Entire home/apt,174,3,71,2020-01-11,1.09,1,73
3898306,Convention Center Blagden Alley,17633,Charlotte (& Anna-Regina),,"Shaw, Logan Circle",38.90593,-77.02447,Entire home/apt,159,3,80,2020-01-25,1.23,54,333
3907276,Quiet Block in the Middle of It All - Patio! ,20236500,Carl,,"Dupont Circle, Connecticut Avenue/K Street",38.91502,-77.04245,Entire home/apt,238,3,34,2019-11-17,0.53,2,216
3907660,Light Filled 1 bedroom in Columbia Heights 14thSt,12625335,Alex,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9357,-77.03226,Entire home/apt,250,6,9,2018-03-26,0.25,1,179
3914048,"Hidden Gem, Quick Access Downtown!",20224946,Emily,,"Brightwood Park, Crestwood, Petworth",38.93991,-77.02716,Entire home/apt,275,15,9,2015-03-28,0.14,1,363
3915431,DuPont Top Floor 1BD Great Location,5602524,Kalli,,"Dupont Circle, Connecticut Avenue/K Street",38.91418,-77.04572,Entire home/apt,95,3,37,2019-05-20,0.55,1,0
3917682,English Basement in the Heart of DC,10656987,Yana,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91667,-77.0301,Entire home/apt,115,1,433,2020-02-07,6.52,1,37
3929872,Best location in DC,20358880,Harald,,"West End, Foggy Bottom, GWU",38.90294,-77.04969,Shared room,120,1,18,2015-03-23,0.27,1,0
3931550,SW Waterfront/Wharf: Stunning Modern DC Condo,4354559,Laura,,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87712,-77.01577,Entire home/apt,189,90,35,2017-05-20,0.54,2,180
3964658,Garden Suite Efficiency,20548311,Paul,,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91552,-77.01035,Entire home/apt,115,1,553,2020-02-02,8.59,1,253
3983903,Cozy 19th-century house in Shaw,20649510,Gijs & Carrie,,"Shaw, Logan Circle",38.91284,-77.02025,Entire home/apt,175,3,4,2015-03-25,0.07,1,0
3996972,Upscale Kalorama: Balcony+Rare Driveway Option!,1662757,Gloria,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91469,-77.04663,Entire home/apt,95,2,26,2019-12-29,0.41,4,333
3997598,Georgetown English Basement Apt.,20724798,Jerry,,"Georgetown, Burleith/Hillandale",38.90731,-77.06136,Entire home/apt,145,3,77,2019-11-08,1.18,3,342
4006407,Enjoy our Nation’s Capitol STEPS from the Capitol!,20773068,Michelle,,"Union Station, Stanton Park, Kingman Park",38.8938,-77.00294,Entire home/apt,135,1,7,2017-05-28,0.19,1,175
4021579,Mario's Retro Hideaway,3740943,Christina,,"Shaw, Logan Circle",38.9105,-77.02167,Entire home/apt,175,2,170,2020-01-19,3.52,2,299
4022565,Dupont Circle Townhouse 3,5487930,Mark,,"Dupont Circle, Connecticut Avenue/K Street",38.91435,-77.04064,Private room,99,3,15,2019-06-09,0.24,19,218
4024085,"Sunny, Airy Room at Dawn's House",9581687,Dawn,,"Colonial Village, Shepherd Park, North Portal Estates",38.98264,-77.03825,Private room,100,1,22,2019-12-21,0.33,3,287
4025236,Large sunny room at Dawn's House,9581687,Dawn,,"Colonial Village, Shepherd Park, North Portal Estates",38.98271,-77.03861,Private room,120,1,27,2017-08-25,0.41,3,266
4025393,"Spacious, Sunny 1BR near Metro &Zoo",621656,Bheeshm,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92219,-77.04587,Entire home/apt,110,15,17,2018-04-02,0.26,1,19
4025438,Sunny Room at Dawn's House,9581687,Dawn,,"Colonial Village, Shepherd Park, North Portal Estates",38.98442,-77.0382,Private room,80,1,18,2019-08-25,0.27,3,296
4034147,Private Suite in Columbia Heights,20916687,Derric,,"Brightwood Park, Crestwood, Petworth",38.93923,-77.03027,Entire home/apt,99,2,69,2020-01-12,1.06,2,194
4036989,"Metropolitan Oasis, Whole Enchilada",16966298,Colleen,,"Capitol Hill, Lincoln Park",38.88306,-76.97872,Entire home/apt,225,2,36,2019-10-14,0.99,2,336
4054129,"Brand new 1br in Petworth, parking and yard.",7808700,Claudia,,"Brightwood Park, Crestwood, Petworth",38.95873,-77.02401,Entire home/apt,80,5,6,2019-11-27,0.61,1,293
4055607,Capitol Hill 2-BD/1.5-BA - Prime location!,21032851,Liz,,"Capitol Hill, Lincoln Park",38.89093,-76.9932,Entire home/apt,139,2,337,2020-02-13,5.16,1,72
4058340,2 BR condo steps from U St and Logan Circle,14139251,S,,"Howard University, Le Droit Park, Cardozo/Shaw",38.91839,-77.02973,Entire home/apt,251,2,68,2019-10-30,1.84,2,106
4060155,Historic DC Rowhouse Suite w Bath,21057985,Will,,"Dupont Circle, Connecticut Avenue/K Street",38.91805,-77.04,Private room,107,1,16,2015-08-07,0.25,1,0
4066282,Cheerful English Basement w Garden,21088669,Holly,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92963,-77.04119,Entire home/apt,135,2,61,2019-10-25,0.93,1,357
4069380,Beautiful Historic DC Row House ,4519661,Nicole,,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92098,-77.0447,Private room,50,7,0,,,1,0
4077353,Sunlit Home 2 Blocks From Metro,2543545,Cullen,,"Union Station, Stanton Park, Kingman Park",38.9064,-77.00149,Entire home/apt,890,2,28,2015-06-14,0.42,1,365
4083095,"COZY APT IN DUPONT CIRCLE OFF 18 St, NW,",21132530,Ed & JD,,"Dupont Circle, Connecticut Avenue/K Street",38.91392,-77.04083,Entire home/apt,139,3,271,2020-01-30,4.16,1,183
4084291,Less Than 1-Minute Walk to Metro!!,2131753,Shannon,,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92504,-77.05392,Entire home/apt,129,29,14,2019-10-07,0.39,12,150
4085972,"Howard U, Catholic U, Hospital, Convention Center",2071346,LaKeisha,,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92902,-77.0181,Entire home/apt,90,1,69,2020-01-20,1.06,1,251
